"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G42000304580023","420034580023","45","3"
"G42000304591011","420034591011","54","4"
"G42000304591021","420034591021","35","2"
"G42000304591022","420034591022","34","2"
"G42000304591023","420034591023","35","2"
"G42000304592011","420034592011","59","5"
"G42000304592012","420034592012","50","4"
"G42000304592013","420034592013","38","3"
"G42000304592014","420034592014","51","4"
"G42000304592021","420034592021","75","7"
"G42000304600011","420034600011","58","5"
"G42000304600012","420034600012","51","4"
"G42000304600013","420034600013","56","5"
"G42000304600021","420034600021","64","6"
"G42000304600022","420034600022","50","4"
"G42000304600023","420034600023","47","4"
"G42000304610001","420034610001","84","8"
"G42000304621001","420034621001","81","8"
"G42000304621002","420034621002","71","7"
"G42000304621003","420034621003","87","9"
"G42000304626001","420034626001","97","10"
"G42000304626002","420034626002","97","10"
"G42000304626003","420034626003","97","10"
"G42000304626004","420034626004","97","10"
"G42000304639001","420034639001","96","10"
"G42000304639002","420034639002","97","10"
"G42000304639003","420034639003","98","10"
"G42000304643001","420034643001","76","7"
"G42000304643002","420034643002","72","7"
"G42000304643003","420034643003","80","8"
"G42000304644001","420034644001","100","10"
"G42000304644002","420034644002","100","10"
"G42000304644003","420034644003","100","10"
"G42000304656001","420034656001","77","7"
"G42000304656002","420034656002","69","6"
"G42000304658001","420034658001","65","6"
"G42000304658002","420034658002","58","5"
"G42000304658003","420034658003","62","5"
"G42000304687001","420034687001","80","8"
"G42000304687002","420034687002","71","7"
"G42000304688001","420034688001","78","8"
"G42000304688002","420034688002","69","6"
"G42000304688003","420034688003","63","6"
"G42000304689001","420034689001","75","7"
"G42000304689002","420034689002","62","5"
"G42000304689003","420034689003","82","8"
"G42000304690001","420034690001","53","4"
"G42000304690002","420034690002","50","4"
"G42000304690003","420034690003","55","4"
"G42000304703001","420034703001","59","5"
"G42000304703002","420034703002","59","5"
"G42000304704001","420034704001","53","4"
"G42000304704002","420034704002","48","4"
"G42000304704003","420034704003","48","4"
"G42000304705011","420034705011","56","5"
"G42000304705012","420034705012","67","6"
"G42000304705021","420034705021","43","3"
"G42000304705022","420034705022","42","3"
"G42000304706001","420034706001","81","8"
"G42000304706002","420034706002","78","8"
"G42000304706003","420034706003","80","8"
"G42000304710001","420034710001","75","7"
"G42000304721001","420034721001","62","5"
"G42000304721002","420034721002","65","6"
"G42000304722001","420034722001","63","6"
"G42000304722002","420034722002","66","6"
"G42000304723001","420034723001","70","6"
"G42000304723002","420034723002","63","6"
"G42000304724001","420034724001","54","4"
"G42000304724002","420034724002","59","5"
"G42000304731001","420034731001","26","2"
"G42000304731002","420034731002","23","1"
"G42000304731003","420034731003","30","2"
"G42000304731004","420034731004","31","2"
"G42000304731005","420034731005","30","2"
"G42000304732001","420034732001","47","4"
"G42000304732002","420034732002","53","4"
"G42000304732003","420034732003","41","3"
"G42000304733001","420034733001","30","2"
"G42000304733002","420034733002","33","2"
"G42000304733003","420034733003","33","2"
"G42000304733004","420034733004","36","2"
"G42000304733005","420034733005","39","3"
"G42000304734011","420034734011","26","2"
"G42000304734012","420034734012","24","1"
"G42000304734013","420034734013","31","2"
"G42000304734014","420034734014","16","1"
"G42000304734021","420034734021","33","2"
"G42000304734022","420034734022","22","1"
"G42000304734023","420034734023","25","1"
"G42000304735001","420034735001","13","1"
"G42000304735002","420034735002","23","1"
"G42000304735003","420034735003","22","1"
"G42000304736011","420034736011","11","1"
"G42000304736012","420034736012","22","1"
"G42000304736013","420034736013","38","3"
"G42000304736021","420034736021","36","2"
"G42000304736022","420034736022","33","2"
"G42000304736023","420034736023","43","3"
"G42000304736024","420034736024","73","7"
"G42000304741011","420034741011","41","3"
"G42000304741012","420034741012","13","1"
"G42000304741021","420034741021","14","1"
"G42000304741022","420034741022","26","2"
"G42000304742011","420034742011","21","1"
"G42000304742012","420034742012","25","1"
"G42000304742021","420034742021","27","2"
"G42000304742022","420034742022","20","1"
"G42000304742031","420034742031","40","3"
"G42000304742032","420034742032","31","2"
"G42000304742033","420034742033","25","1"
"G42000304751011","420034751011","50","4"
"G42000304751012","420034751012","49","4"
"G42000304751013","420034751013","51","4"
"G42000304751014","420034751014","60","5"
"G42000304751021","420034751021","47","4"
"G42000304752001","420034752001","49","4"
"G42000304752002","420034752002","44","3"
"G42000304752003","420034752003","49","4"
"G42000304752004","420034752004","44","3"
"G42000304753011","420034753011","64","6"
"G42000304753012","420034753012","64","6"
"G42000304753013","420034753013","64","6"
"G42000304753014","420034753014","64","6"
"G42000304753031","420034753031","43","3"
"G42000304753032","420034753032","40","3"
"G42000304753033","420034753033","38","3"
"G42000304753041","420034753041","47","4"
"G42000304753042","420034753042","31","2"
"G42000304753043","420034753043","62","5"
"G42000304753044","420034753044","40","3"
"G42000304754011","420034754011","44","3"
"G42000304754012","420034754012","44","3"
"G42000304754013","420034754013","42","3"
"G42000304754021","420034754021","41","3"
"G42000304754022","420034754022","36","2"
"G42000304761001","420034761001","71","7"
"G42000304761002","420034761002","73","7"
"G42000304761003","420034761003","76","7"
"G42000304761004","420034761004","70","6"
"G42000304761005","420034761005","63","6"
"G42000304762001","420034762001","76","7"
"G42000304762002","420034762002","58","5"
"G42000304762003","420034762003","65","6"
"G42000304771001","420034771001","52","4"
"G42000304771002","420034771002","49","4"
"G42000304771003","420034771003","59","5"
"G42000304772001","420034772001","66","6"
"G42000304772002","420034772002","56","5"
"G42000304772003","420034772003","48","4"
"G42000304772004","420034772004","58","5"
"G42000304773001","420034773001","68","6"
"G42000304773002","420034773002","71","7"
"G42000304773003","420034773003","54","4"
"G42000304773004","420034773004","59","5"
"G42000304773005","420034773005","53","4"
"G42000304781001","420034781001","86","9"
"G42000304781002","420034781002","76","7"
"G42000304781003","420034781003","82","8"
"G42000304781004","420034781004","82","8"
"G42000304782001","420034782001","59","5"
"G42000304782002","420034782002","80","8"
"G42000304782003","420034782003","90","9"
"G42000304790001","420034790001","67","6"
"G42000304790002","420034790002","59","5"
"G42000304801011","420034801011","53","4"
"G42000304801012","420034801012","66","6"
"G42000304801013","420034801013","69","6"
"G42000304801014","420034801014","67","6"
"G42000304801021","420034801021","56","5"
"G42000304801022","420034801022","60","5"
"G42000304801023","420034801023","70","6"
"G42000304802001","420034802001","62","5"
"G42000304802002","420034802002","56","5"
"G42000304802003","420034802003","63","6"
"G42000304803001","420034803001","81","8"
"G42000304803002","420034803002","66","6"
"G42000304803003","420034803003","67","6"
"G42000304804001","420034804001","59","5"
"G42000304804002","420034804002","61","5"
"G42000304804003","420034804003","68","6"
"G42000304804004","420034804004","63","6"
"G42000304810001","420034810001","98","10"
"G42000304810002","420034810002","95","10"
"G42000304810003","420034810003","96","10"
"G42000304810004","420034810004","96","10"
"G42000304825001","420034825001","75","7"
"G42000304838001","420034838001","99","10"
"G42000304838002","420034838002","96","10"
"G42000304838003","420034838003","98","10"
"G42000304843001","420034843001","93","10"
"G42000304843002","420034843002","88","9"
"G42000304843003","420034843003","92","9"
"G42000304845001","420034845001","85","9"
"G42000304845002","420034845002","95","10"
"G42000304845003","420034845003","88","9"
"G42000304845004","420034845004","82","8"
"G42000304846001","420034846001","95","10"
"G42000304846002","420034846002","90","9"
"G42000304850001","420034850001","90","9"
"G42000304867001","420034867001","97","10"
"G42000304867002","420034867002","99","10"
"G42000304868001","420034868001","97","10"
"G42000304868002","420034868002","98","10"
"G42000304869001","420034869001","96","10"
"G42000304869002","420034869002","100","10"
"G42000304870001","420034870001","83","8"
"G42000304870002","420034870002","98","10"
"G42000304881001","420034881001","89","9"
"G42000304881002","420034881002","76","7"
"G42000304882001","420034882001","91","9"
"G42000304882002","420034882002","82","8"
"G42000304882003","420034882003","90","9"
"G42000304883001","420034883001","78","8"
"G42000304883002","420034883002","78","8"
"G42000304884001","420034884001","88","9"
"G42000304884002","420034884002","88","9"
"G42000304884003","420034884003","89","9"
"G42000304884004","420034884004","88","9"
"G42000304885001","420034885001","80","8"
"G42000304885002","420034885002","80","8"
"G42000304885003","420034885003","80","8"
"G42000304886001","420034886001","78","8"
"G42000304886002","420034886002","77","7"
"G42000304886003","420034886003","45","3"
"G42000304886004","420034886004","73","7"
"G42000304890011","420034890011","61","5"
"G42000304890012","420034890012","61","5"
"G42000304890013","420034890013","51","4"
"G42000304890021","420034890021","54","4"
"G42000304890022","420034890022","60","5"
"G42000304890023","420034890023","46","3"
"G42000304890024","420034890024","55","4"
"G42000304900021","420034900021","70","6"
"G42000304900022","420034900022","64","6"
"G42000304900023","420034900023","52","4"
"G42000304900024","420034900024","74","7"
"G42000304900025","420034900025","66","6"
"G42000304900031","420034900031","46","3"
"G42000304900032","420034900032","61","5"
"G42000304900033","420034900033","48","4"
"G42000304900041","420034900041","59","5"
"G42000304900042","420034900042","35","2"
"G42000304900043","420034900043","49","4"
"G42000304911011","420034911011","29","2"
"G42000304911012","420034911012","21","1"
"G42000304911013","420034911013","33","2"
"G42000304912001","420034912001","58","5"
"G42000304927001","420034927001","99","10"
"G42000304927002","420034927002","99","10"
"G42000304928001","420034928001","96","10"
"G42000304928002","420034928002","98","10"
"G42000304929001","420034929001","96","10"
"G42000304929002","420034929002","98","10"
"G42000304940001","420034940001","90","9"
"G42000304950001","420034950001","70","6"
"G42000304950002","420034950002","74","7"
"G42000304961011","420034961011","64","6"
"G42000304961012","420034961012","66","6"
"G42000304961021","420034961021","73","7"
"G42000304961022","420034961022","77","7"
"G42000304961023","420034961023","73","7"
"G42000304962001","420034962001","77","7"
"G42000304962002","420034962002","55","4"
"G42000304962003","420034962003","58","5"
"G42000304962004","420034962004","87","9"
"G42000304970001","420034970001","81","8"
"G42000304980001","420034980001","84","8"
"G42000304980002","420034980002","85","9"
"G42000304993001","420034993001","91","9"
"G42000304993002","420034993002","91","9"
"G42000304994001","420034994001","95","10"
"G42000304994002","420034994002","97","10"
"G42000304994003","420034994003","95","10"
"G42000305003001","420035003001","93","10"
"G42000305003002","420035003002","90","9"
"G42000305003003","420035003003","92","9"
"G42000305003004","420035003004","91","9"
"G42000305010001","420035010001","96","10"
"G42000305030021","420035030021","86","9"
"G42000305030022","420035030022","84","8"
"G42000305030023","420035030023","84","8"
"G42000305030024","420035030024","85","9"
"G42000305030025","420035030025","84","8"
"G42000305041001","420035041001","94","10"
"G42000305041002","420035041002","96","10"
"G42000305041003","420035041003","85","9"
"G42000305041004","420035041004","96","10"
"G42000305041005","420035041005","93","10"
"G42000305070001","420035070001","91","9"
"G42000305070002","420035070002","90","9"
"G42000305080001","420035080001","98","10"
"G42000305080002","420035080002","98","10"
"G42000305094001","420035094001","96","10"
"G42000305094002","420035094002","96","10"
"G42000305094003","420035094003","96","10"
"G42000305094004","420035094004","96","10"
"G42000305094005","420035094005","96","10"
"G42000305100001","420035100001","89","9"
